-0.855701,0.120414
-0.207947,0.019271
-1.278263,0.205579
-2.378534,0.093355
-0.686444,0.093803
-0.301193,0.046354
-12.335688,0.707139
-1.436576,0.310722
-0.495424,0.011861
-6.289971,0.313647
-3.742494,0.637880
-1.904527,0.227721
-3.953883,0.104052
-2.575609,0.282374
-3.529157,0.249097
-0.771621,0.074612
-1.746325,0.384619
-1.154450,0.313678
-9.438047,-0.468159
-0.211048,0.000080
-5.858102,0.599644
-3.562345,0.329134
-0.836268,0.019356
-0.561951,-0.088164
-10.727319,0.535319
-0.542864,0.047672
-1.598007,-0.127046
-1.416379,0.009168
-1.383786,0.264481
-0.907094,0.135010
-4.613048,0.434739
-1.962377,0.183767
-1.441206,-0.241615
-2.391907,0.074789
-2.142294,0.063041
-0.505172,0.183878
-1.256473,0.172259
-3.370320,0.558410
-2.849052,0.333814
-2.589547,0.052693
-1.492346,0.104117
-1.218989,0.014620
-3.455784,0.396154
-3.927575,-0.079684
-2.688848,-0.097390
-0.647801,0.065041
-1.774768,-0.028223
-2.995229,0.311427
-0.324175,0.062515
-0.912734,0.107717
-0.468314,0.060356
-1.396291,0.042238
-3.182514,-0.145879
-1.385756,0.059452
-1.649873,0.088224
-0.447045,0.054590
-0.817747,0.093521
-1.004887,0.156576
-2.825349,-0.026013
-0.576444,0.072936
-6.142737,-0.006937
-0.561191,0.105704
-1.439046,0.235296
-3.764866,0.049454
-2.528109,-0.042937
-1.995948,0.077352
-4.109109,-0.081514
-1.158063,-0.029866
-3.218649,0.011053
-3.568460,-0.020661
-1.067360,0.023117
-0.985159,0.238833
-7.142470,0.006456
-1.718379,0.111797
-1.788958,0.143394
-0.976551,0.089737
-1.120174,0.205061
-1.455679,-0.011830
-2.491113,0.096220
-2.112087,-0.735462
-1.316104,0.003891
-0.459710,0.029359
-3.123206,0.193978
-2.731453,0.252802
-1.787197,-0.172240
-2.024321,-0.024868
-5.437279,-0.069812
-2.931550,-0.140293
-2.244085,0.130582
-2.148466,0.183341
-0.974855,0.108534
-0.705338,0.046049
-2.231558,-0.058560
-1.310541,0.160359
-3.168111,-0.193535
-2.707635,0.143230
